time_gt_data,x_gt_data,y_gt_data,time_est_data,x_est_data,y_est_data
1.744849481807197e9,-91.66394969802391,-9.001254676426166,1.744849481807257e9,-89.9956617500666,-12.365942272346558
1.74484948271793e9,-91.66394969820789,-9.001254676613762,1.74484948271799e9,-89.99280679484364,-4.836698313111441
1.744849482920761e9,-91.66394969818869,-9.001254676621096,1.744849482920787e9,-89.99280679484364,-4.836698313111441
1.744849483121705e9,-91.66394969817063,-9.001254676626692,1.744849483121732e9,-90.00599725788963,1.3384113383494889
1.744849483322666e9,-91.6639496981571,-9.001254676630381,1.744849483322693e9,-90.00599725788963,1.3384113383494889
1.744849483845707e9,-91.6639496981352,-9.001254676636316,1.74484948384574e9,-90.00599725788963,1.3384113383494889
1.744849484250017e9,-91.6639496981281,-9.001254676638535,1.74484948425007e9,-90.00599725788963,1.3384113383494889
1.744849484454025e9,-91.6639496981265,-9.0012546766392,1.744849484454055e9,-90.00665067604976,0.030249732191798273
1.744849485362585e9,-91.6639496981265,-9.001254676640327,1.744849485362614e9,-89.98920486010508,-1.0730682042572703
1.744849486170799e9,-91.6639496981265,-9.001254676640327,1.744849486170825e9,-96.58081119295721,-4.219912660864165
1.744849486472901e9,-91.6639496981265,-9.001254676640327,1.744849486472929e9,-96.58081119295721,-4.219912660864165
1.744849487420508e9,-91.6639496981265,-9.001254676640327,1.744849487420538e9,-105.90768393372544,-6.901551459688797
1.744849487621995e9,-91.6639496981265,-9.001254676640327,1.744849487622019e9,-105.90768393372544,-6.901551459688797
1.744849487822804e9,-91.6639496981265,-9.001254676640327,1.744849487822833e9,-113.50521732375825,-10.182428886549983
1.7448494880253e9,-91.6639496981265,-9.001254676640327,1.744849488025384e9,-113.50521732375825,-10.182428886549983
1.744849488229685e9,-91.6639496981265,-9.001254676640327,1.744849488229724e9,-115.15927522857079,-10.20548612356448
1.744849488433312e9,-91.6639496981265,-9.001254676640327,1.744849488433366e9,-115.15927522857079,-10.20548612356448
1.744849488735814e9,-91.6639496981265,-9.001254676640327,1.744849488735845e9,-115.15927522857079,-10.20548612356448
1.74484948903471e9,-91.6639496981265,-9.001254676640327,1.744849489034756e9,-115.15927522857079,-10.20548612356448
1.744849489235783e9,-91.6639496981265,-9.001254676640327,1.744849489235819e9,-115.84219288182163,-7.614366844453101
1.744849489437287e9,-91.6639496981265,-9.001254676640327,1.744849489437316e9,-115.84219288182163,-7.614366844453101
1.744849489945903e9,-91.6639496981265,-9.001254676640327,1.744849489945927e9,-115.36987377579715,-6.4855629836519375
1.744849495039985e9,-91.6639496981265,-9.001254676640327,1.744849495040011e9,-104.0336951518541,-5.052256874802848
1.744849496233391e9,-91.6639496981265,-9.001254676640327,1.744849496233449e9,-103.18292575278072,7.249225808412859
1.744849496439866e9,-91.6639496981265,-9.001254676640327,1.744849496439892e9,-98.19034162811137,10.873963979200145
